,steam_appid,name,tags
498,397900,Business Tour - Board Game with Online Multiplayer,casual singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen crossplatformmultiplayer steamachievements fullcontrollersupport steamtradingcards inapppurchases steamleaderboards remoteplayonphone remoteplayontablet remoteplaytogether quotbusiness tourquot is a free to play multiplayer tabletop game build your monopoly with friends complete daily tasks compete against the other players and receive trade items rewards creobit floor strategy  citybuilder  simulation  economy  management  politicalsim  multiplayer  sandbox  politics  building  singleplayer  political  choicesmatter  funny  coop  diplomacy  destruction  atmospheric  storyrich  topdown 
499,1435790,Escape Simulator,adventure singleplayer multiplayer coop onlinecoop crossplatformmultiplayer steamachievements fullcontrollersupport steamtradingcards steamworkshop steamcloud stats includesleveleditor firstperson puzzler you can play solo or in an online coop best with 23 players but playable with more explore a set of highly interactive escape rooms move furniture pick up and examine everything smash pots and break locks supports community rooms through the level editor pinestudio pinestudio puzzle  coop  escaperoom  firstperson  multiplayer  adventure  controller  mystery  casual  familyfriendly  indie  singleplayer  simulation  onlinecoop  storyrich  point&click  leveleditor  exploration  walkingsimulator  investigation 
500,363150,Romance of the Three Kingdoms XIII,simulation singleplayer steamcloud quotthe ultimate depiction of the three kingdom a heroic drama of a gathering of legends quotwith this as the concept behind romance of the three kingdoms 13 we have compiled an experience that will immerse you even deeper into the world of the three kingdoms with quothuman dramaquot seen through the interactions of the koeitecmogamescoltd koeitecmogamescoltd strategy  simulation  historical  rpg  singleplayer  grandstrategy  charactercustomization  romance  war  sexualcontent  turnbasedstrategy  greatsoundtrack 
501,1787090,MyDockFinder,utilities steamachievements steamworkshop steamcloud mydockfinder is a software for quick system startup and control viewing system functions you can drag and drop to add your favorite programs or files and drag and drop to directly use the program to open the file based on winui using gpu rendering smooth animation effects mydockfinder mydockfinder utilities 
502,221040,Resident Evil 6,action singleplayer multiplayer coop sharedsplitscreen steamachievements steamtradingcards partialcontrollersupport steamcloud valveanticheatenabled steamleaderboards remoteplaytogether blending action and survival horror resident evil 6 promises to be the dramatic horror experience of 2013 capcom capcom action  zombies  coop  thirdpersonshooter  horror  coopcampaign  onlinecoop  adventure  multiplayer  thirdperson  shooter  splitscreen  quicktimeevents  localcoop  survivalhorror  survival  singleplayer  atmospheric  femaleprotagonist  casual 
503,1526490,Fear Surrounds,casual multiplayer pvp onlinepvp coop onlinecoop inapppurchases fear surrounds is a horrortinged take on the werewolfstyle social subterfuge genre where two evil spirits hide within a group of players and attempt to sabotage and murder them saltyeggstudio yoorekastudio multiplayer  horror  onlinecoop  socialdeduction  survival  funny  casual  coop  rpg  mystery  battleroyale  psychologicalhorror  3d  firstperson  tacticalrpg  moba  pvp  detective  mmorpg  boardgame 
504,16900,GROUND BRANCH,action singleplayer multiplayer pvp onlinepvp coop onlinecoop partialcontrollersupport from one of the developers behind the original rainbow six and ghost recon games comes a thinkingmans firstperson shooter featuring indepth character and weapon customization take your time think ahead get the job done blackfootstudios microprosesoftware tactical  realistic  military  fps  shooter  simulation  multiplayer  singleplayer  action  coop  firstperson  guncustomization  indie  earlyaccess  onlinecoop  war  teambased  strategy  atmospheric  sandbox 
505,551170,Onmyoji,adventure multiplayer mmo steamachievements steamtradingcards inapppurchases onmyoji is a turnbased fantasy strategy game with pvp or pve battles where you can strengthen your beloved shikigami to build your dream tactical team and defeat various demons to become the ultimate onmyoji crossplatform play available for both steam and english mobile versions neteasegames neteasegames rpg  freetoplay  anime  strategy  turnbased  adventure  multiplayer  fantasy  earlyaccess  pvp  mythology 
506,636150,Cyberhunt,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards cyberhunt is a retro procedurally generated twin stick shooter that takes you back to the sweet to the sweet arcade machines era nukgames nukgames indie  action  casual  adventure  shootemup  twinstickshooter  arcade  2d  pixelgraphics  retro  space  singleplayer  topdownshooter  topdown  scifi  bullethell  1980s  gamemaker  oldschool  war 
507,637650,FINAL FANTASY XV WINDOWS EDITION,rpg singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontablet take the journey now in ultimate quality boasting a wealth of bonus content and supporting ultra highresolution graphical options and hdr 10 you can now enjoy the beautiful and carefullycrafted experience of final fantasy xv like never before squareenix squareenix rpg  openworld  jrpg  fantasy  storyrich  greatsoundtrack  singleplayer  adventure  action  multiplayer  actionrpg  thirdperson  anime  hackandslash  atmospheric  onlinecoop  coop  violent  firstperson  nudity 
508,885970,Total War: ROME REMASTERED,strategy singleplayer multiplayer crossplatformmultiplayer steamachievements steamworkshop steamcloud total war rome remastered lets you relive the legacy that defined the awardwinning strategy game series remastered to 4k with multiple improvements to visuals as well as refinements to gameplay its time to revisit a true classic not everyone gets a second chance to conquer the roman empire creativeassemblyferalinteractive sega strategy  grandstrategy  action  turnbasedstrategy  4x  rts  rome  realtimetactics  wargame  historical  diplomacy  tactical  war  multiplayer  turnbasedcombat  singleplayer  turnbasedtactics  medieval  remake  classic 
509,17390,SPORE,action singleplayer steamtradingcards be the architect of your own universe with spore an exciting singleplayer adventure from single cell to galactic god evolve your creature in a universe of your own creations maxis electronicarts godgame  openworld  sandbox  exploration  colonysim  simulation  space  casual  cute  science  funny  scifi  aliens  adventure  colorful  familyfriendly  cartoony  comedy  resourcemanagement  cartoon 
510,633230,NARUTO TO BORUTO: SHINOBI STRIKER,action singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements partialcontrollersupport battle as a team of 4 to compete against other teams online graphically shinobi striker is also built from the ground up in a completely new graphic style lead your team and fight online to see who the best ninjas are soleilltd bandainamcoentertainment anime  action  multiplayer  charactercustomization  fighting  ninja  coop  openworld  pvp  massivelymultiplayer  rpg  thirdperson  controller  adventure  teambased  singleplayer  onlinecoop  mmorpg  strategy  moba 
511,482730,Football Manager 2017,simulation singleplayer multiplayer steamachievements steamtradingcards steamworkshop steamcloud steamleaderboards remoteplayontablet take control of your favourite football team in football manager 2017 the most realistic and immersive football management game to date its the closest thing to doing the job for real sportsinteractive sega sports  football(soccer)  3d  multiplayer  esports  firstperson  thirdperson  realtimetactics  earlyaccess  teambased  pvp  charactercustomization  competitive  psychologicalhorror  casual  freetoplay 
512,544550,Stationeers,action singleplayer multiplayer coop onlinecoop lancoop steamachievements steamworkshop partialcontrollersupport steamcloud stationeers puts you in control of the construction and management of a space station to run by yourself or online with your friends complex atmospheric electrical manufacturing agriculture and gravitational systems require your thought and management at all times rocketwerkz rocketwerkz earlyaccess  basebuilding  space  science  colonysim  scifi  survival  automation  building  physics  openworldsurvivalcraft  agriculture  management  sandbox  multiplayer  coop  crafting  openworld  mining  mars 
513,418370,Resident Evil 7 Biohazard,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud fear and isolation seep through the walls of an abandoned southern farmhouse quot7quot marks a new beginning for survival horror with the isolated view of the visceral new firstperson perspective capcomcoltd capcomcoltd horror  survivalhorror  firstperson  singleplayer  atmospheric  zombies  gore  psychologicalhorror  action  violent  survival  adventure  storyrich  puzzle  vr  multiplayer  fps  exploration  shooter  classic 
514,867210,Songs of Conquest,adventure singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp sharedsplitscreen crossplatformmultiplayer steamcloud includesleveleditor remoteplaytogether a turnbased strategy adventure game that fuses rpg tactical combat and kingdom management raise mighty armies wield ancient magic and conquer distant lands to build an empire that bards will sing about for centuries lavapotion coffeestainpublishing earlyaccess  strategy  turnbasedstrategy  adventure  turnbasedcombat  pixelgraphics  turnbasedtactics  fantasy  strategyrpg  atmospheric  oldschool  singleplayer  storyrich  multiplayer  tacticalrpg  tactical  pvp  onlinecoop  2.5d  localmultiplayer 
515,597180,Old World,simulation singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen crossplatformmultiplayer steamachievements steamtradingcards steamworkshop steamcloud includesleveleditor remoteplaytogether old world is a revolutionary new historical strategy game where you lead your dynasty over generations of rule against rival kings and queens wage massive wars manage your court and build a dynasty  or watch your empire crumble to dust what legacy will you leave behind mohawkgames hoodedhorse strategy  simulation  grandstrategy  historical  4x  turnbasedstrategy  tactical  management  war  sandbox  turnbased  turnbasedtactics  singleplayer  multiplayer  coop  moddable  military  economy  turnbasedcombat  replayvalue 
516,1202130,Starship Troopers: Terran Command,strategy singleplayer steamcloud starship troopers terran command is a thrilling realtime strategy game set in the starship troopers movies universe take command of the mobile infantry and do your part in the war against the arachnid threat ensure that human civilization not insect dominates the galaxy now and always theartistocrats slitherineltd strategy  rts  singleplayer  military  tactical  war  scifi  resourcemanagement  realtime  wargame  basebuilding  greatsoundtrack  replayvalue  artificialintelligence  aliens  towerdefense  gore  multiplayer  villainprotagonist  simulation 
517,1583320,Pro Soccer Online,sports multiplayer pvp onlinepvp steamachievements stats steamleaderboards pro soccer online is a 1st3rd person highly skill based online multiplayer soccer game it offers a sports game experience unlike any other with smooth physics based input driven gameplay that is competitive and rewarding with no pay to win mechanics skywallstudiosllc skywallstudiosllc sports  football(soccer)  3d  multiplayer  esports  firstperson  thirdperson  realtimetactics  earlyaccess  teambased  pvp  charactercustomization  competitive  psychologicalhorror  casual  freetoplay 
518,981430,Gordian Quest,adventure singleplayer multiplayer pvp onlinepvp steamcloud an epic deckbuilding rpg inspired by oldschool classics like ultima and dampd using modern gaming concepts like roguelite elements and turnbased strategic combat lead and nurture parties of heroes forge bonds and discover new skills among them guide them to unravel the curses laid upon the lands mixedrealmspteltdswagsoftholdingspteltd mixedrealmspteltdcoconutislandgames rpg  cardgame  cardbattler  2d  strategy  adventure  indie  turnbased  roguelikedeckbuilder  pvp  fantasy  deckbuilding  turnbasedcombat  roguelite  roguelike  turnbasedstrategy  turnbasedtactics  proceduralgeneration  replayvalue  tactical 
519,253710,theHunter Classic,action singleplayer multiplayer coop onlinecoop steamachievements inapppurchases the most realistic hunting experience awaits explore 12 reserves and hunt 45 unique species ranging from waterfowl to big game over 100 weapons from stateofthe art rifles to bows customize your loadout with stands blinds and dogs play alone or in multiplayer with up to 7 friends expansiveworldsavalanchestudios expansiveworldsavalanchestudios simulation  crime  openworld  multiplayer  realistic  investigation  immersivesim  america  singleplayer  coop  thirdperson  automobilesim  3d  onlinecoop  exploration  charactercustomization  education  choicesmatter  earlyaccess  femaleprotag 
520,21690,Resident Evil 5,action singleplayer multiplayer coop steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards this game is a port of the games for windows  live version that was released in 2009 if you buy the untold stories bundle here on steam it will be the same as upgrading to resident evil 5 gold edition capcom capcom action  coop  zombies  thirdpersonshooter  coopcampaign  horror  onlinecoop  adventure  multiplayer  thirdperson  survivalhorror  shooter  singleplayer  localcoop  femaleprotagonist  quicktimeevents  survival  gore  atmospheric  3dvision 
521,704270,Generation Zero,action singleplayer multiplayer coop onlinecoop steamachievements partialcontrollersupport steamcloud sweden 1989 when the residents of östertörn wake to find robots on the rampage winning becomes living alone or with up to three friends sneak scavenge and shoot your way to safety across a vast varied landscape that is as intriguing as it is deadly systemicreaction systemicreaction openworld  adventure  action  survival  multiplayer  coop  robots  fps  postapocalyptic  singleplayer  onlinecoop  horror  firstperson  mechs  stealth  shooter  scifi  1980s  atmospheric  greatsoundtrack 
522,919640,Steel Division 2,action singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements steamtradingcards steamworkshop steamcloud steel division 2 is a historicallyaccurate ww2 realtime strategy game set on the eastern front features 11scale turnbased army management and realtime tactical battles with thousands of men at your order eugensystems eugensystems strategy  rts  worldwarii  military  singleplayer  war  simulation  multiplayer  indie  historical  tactical  grandstrategy  realistic  coop  wargame  turnbasedstrategy  realtimewithpause  sandbox  moddable  replayvalue 
523,363890,RPG Maker MV,design & illustration steamtradingcards steamworkshop partialcontrollersupport powerful enough for a developer simple enough for a child versatile enough for any platformrpg maker mv allows you to make the rpg of your dreams this latest version includes a host of new featuresand export options for macosx android and iphone gotchagotchagameskadokawayojiojima degica utilities 
524,12120,Grand Theft Auto: San Andreas,action singleplayer five years ago carl johnson escaped from the pressures of life in los santos san andreas a city tearing itself apart with gang trouble drugs and corruption where filmstars and millionaires do their best to avoid the dealers and gangbangers now its the early 90s carls got to go home rockstargames rockstargames openworld  action  crime  classic  automobilesim  thirdperson  singleplayer  multiplayer  shooter  driving  storyrich  adventure  sandbox  mature  greatsoundtrack  thirdpersonshooter  moddable  atmospheric  funny  comedy 
525,794260,Outward Definitive Edition,rpg singleplayer multiplayer coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements steamtradingcards partialcontrollersupport stats remoteplaytogether no remarkable journey is achieved without great effort in outward the cold of the night or an infected wound can be as dangerous as a predator lurking in the dark explore the vast world of aurai solo or in coop the definitive edition features both dlcs and quality of life improvements ninedotsstudio primematter rpg  openworld  survival  coop  onlinecoop  soulslike  fantasy  adventure  localcoop  splitscreen  exploration  singleplayer  multiplayer  thirdperson  difficult  atmospheric  resourcemanagement  realistic  moddable  violent 
526,274920,FaceRig,animation & modeling steamachievements steamtradingcards steamworkshop facerig was a program that aimd to enable anyone with a webcam to digitally embody awesome characters the output could be recorded as a movie or streamed to skype twitch hangouts or any service that traditionally uses a webcam in real time holotechstudios holotechstudios animation  utilities 
527,701160,Kingdom Two Crowns,adventure singleplayer multiplayer coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements fullcontrollersupport steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether in kingdom two crowns players must work in the brandnew solo or coop campaign mode to build their kingdom and secure it from the threat of the greed experience new technology units enemies mounts and secrets in the next evolution of the awardwinning micro strategy franchise stumpy rawfury basebuilding  building  towerdefense  strategy  medieval  citybuilder  actionrts  stylized  singleplayer  minimalist  fantasy  darkfantasy  controller  pixelgraphics  localmultiplayer  simulation  survival  colonysim  adventure  coop 
528,960170,DJMAX RESPECT V,action singleplayer multiplayer pvp onlinepvp steamachievements steamtradingcards inapppurchases partialcontrollersupport remoteplayonphone remoteplayontablet djmax respect v is the latest installment from the creators of the critically acclaimed rhythm game franchise djmax experience tracks from popular artists such as marshmello porter robinson and yukika exclusive full hd music videos online multiplayer new game modes and more neowiz neowiz rhythm  casual  music  action  sports  anime  greatsoundtrack  multiplayer  sexualcontent  singleplayer  competitive  difficult  arcade  earlyaccess  nudity  2d  mature  cute  hentai  indie 
529,200260,Batman: Arkham City - Game of the Year Edition,action singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud get batman arkham city and all dlc for one low price with the release of the goty edition rocksteadystudios warnerbrosinteractiveentertainment action  openworld  stealth  superhero  adventure  thirdperson  singleplayer  beatemup  comicbook  detective  storyrich  atmospheric  fighting  actionadventure  cinematic  controller  3dvision  metroidvania  sandbox  greatsoundtrack 
530,447020,Farming Simulator 17,simulation singleplayer multiplayer coop crossplatformmultiplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv take on the role of a modern farmer in farming simulator 17 explore farming possibilities in a new north american environment drive over 250 farming vehicles and equipment from over 75 manufacturers including new brands such as challenger fendt valtra or massey ferguson giantssoftware giantssoftware farmingsim  simulation  automobilesim  multiplayer  agriculture  openworld  realistic  economy  driving  moddable  singleplayer  management  firstperson  coop  onlinecoop  familyfriendly  thirdperson  sandbox  strategy  greatsoundtrack 
531,257350,Baldur's Gate II: Enhanced Edition,adventure singleplayer multiplayer coop crossplatformmultiplayer steamachievements steamtradingcards captionsavailable steamcloud rediscover the beloved rpg classic now enhanced for modern adventurers gather your party of heroes and continue the legendary adventure in this storyrich fantasy epic where every choice matters beamdog beamdog rpg  dungeons&dragons  storyrich  fantasy  crpg  partybasedrpg  tabletop  openworld  realtimewithpause  charactercustomization  adventure  choicesmatter  multiplayer  magic  onlinecoop  singleplayer  atmospheric  actionadventure  isometric  oldschool 
532,447040,Watch_Dogs 2,action singleplayer multiplayer coop inapppurchases partialcontrollersupport welcome to san francisco play as marcus a brilliant young hacker and join the most notorious hacker group dedsec your objective execute the biggest hack of history ubisoft ubisoft openworld  hacking  illuminati  parkour  action  multiplayer  stealth  thirdperson  shooter  crime  singleplayer  thirdpersonshooter  adventure  coop  mature  atmospheric  storyrich  sandbox  funny  fps 
533,105450,Age of Empires III (2007),simulation singleplayer multiplayer steamtradingcards microsoft studios brings you three epic age of empires iii games in one monumental collection for the first time ensemblestudios xboxgamestudios strategy  rts  basebuilding  multiplayer  historical  resourcemanagement  citybuilder  war  simulation  realtime  singleplayer  military  classic  building  openworld  coop  action  onlinecoop  realtimewithpause  adventure 
534,20920,The Witcher 2: Assassins of Kings Enhanced Edition,rpg singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud steamleaderboards a time of untold chaos has come mighty forces clash behind the scenes in a struggle for power and influence the northern kingdoms mobilize for war but armies on the march are not enough to stop a bloody conspiracy cdprojektred cdprojektredcsoftclub rpg  fantasy  mature  storyrich  choicesmatter  singleplayer  thirdperson  adventure  nudity  darkfantasy  multipleendings  openworld  action  atmospheric  basedonanovel  wellwritten  difficult  medieval  magic  dark 
535,203160,Tomb Raider,action singleplayer multiplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayonphone remoteplayontablet remoteplayontv tomb raider explores the intense origin story of lara croft and her ascent from a young woman to a hardened survivor crystaldynamicseidosmontréalferalinteractivemacnixxes squareenixferalinteractivemac adventure  action  femaleprotagonist  thirdperson  singleplayer  storyrich  thirdpersonshooter  multiplayer  exploration  actionadventure  quicktimeevents  atmospheric  shooter  puzzle  stealth  cinematic  platformer  rpg  reboot  3dvision 
536,813820,Realm Royale,action multiplayer pvp onlinepvp partialcontrollersupport be the last champion standing in realm royale loot deadly weapons and powerful abilities to create your own champion explore a fantasy world from horseback while outrunning the deadly fog can you survive the first 100person fantasy battle royale heroicleapgames hirezstudios strategy  fantasy  rts  war  turnbasedstrategy  gamesworkshop  grandstrategy  multiplayer  tactical  darkfantasy  action  singleplayer  turnbased  atmospheric  coop  storyrich  openworld  rpg  gore  4x 
537,1455840,Dorfromantik,casual singleplayer steamachievements steamtradingcards steamcloud steamleaderboards dorfromantik is a peaceful building strategy and puzzle game where you create a beautiful and evergrowing village landscape by placing tilesexplore a variety of colorful biomes discover and unlock new tiles and complete quests to fill your world with life toukanainteractive toukanainteractive turnbasedstrategy  citybuilder  puzzle  indie  relaxing  simulation  strategy  turnbasedtactics  boardgame  sandbox  casual  logic  proceduralgeneration  controller  familyfriendly  minimalist  3d  handdrawn  openworld  singleplayer 
538,326460,ShellShock Live,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamachievements steamtradingcards partialcontrollersupport stats steamleaderboards includesleveleditor remoteplayonphone remoteplayontablet remoteplaytogether demolish your friends with hundreds of upgradable weapons shot from your customizable tank in this actionpacked online multiplayer tanks game earn xp to level up and unlock new tanks weapons and gear fight against or alongside your friends for strategic team or freeforall matches kchampgames kchampgames tanks  multiplayer  strategy  2d  action  turnbased  shooter  casual  earlyaccess  onlinecoop  massivelymultiplayer  indie  colorful  funny  turnbasedstrategy  coop  singleplayer  physics  greatsoundtrack  familyfriendly 
539,1017900,Age of Empires: Definitive Edition,strategy singleplayer multiplayer pvp onlinepvp lanpvp crossplatformmultiplayer steamachievements steamtradingcards steamcloud includesleveleditor age of empires the pivotal realtime strategy game that launched a 20year legacy returns with modernized gameplay allnew 4k visuals 8person multiplayer battles and a host of other new features welcome back to history forgottenempirestantalus xboxgamestudios strategy  rts  multiplayer  citybuilder  basebuilding  singleplayer  historical  classic  remake  medieval  storyrich  realtime  greatsoundtrack  coop  action  war  retro  isometric 
540,22370,Fallout 3: Game of the Year Edition,rpg singleplayer prepare for the future with fallout 3 game of the year edition experience the most acclaimed game of 2008 like never before create a character of your choosing and descend into an aweinspiring postapocalyptic world where every minute is a fight for survival bethesdagamestudios bethesdasoftworks openworld  rpg  postapocalyptic  singleplayer  moddable  firstperson  scifi  fps  adventure  action  exploration  replayvalue  atmospheric  sandbox  thirdperson  storyrich  shooter  cultclassic  actionrpg  greatsoundtrack 
541,1488200,Symphony of War: The Nephilim Saga,adventure singleplayer steamachievements fullcontrollersupport steamcloud enter tahnra a land savaged by war you a fresh academy graduate with humble beginnings will grow to lead a grand army against a corrupt adversary gather heroes form bonds and lead your force in turnbased battles make use of tactics terrain morale and more to bring peace to the land dancingdragongames freedomgames rpg  tacticalrpg  storyrich  fantasy  adventure  femaleprotagonist  turnbasedstrategy  lorerich  strategyrpg  drama  romance  pixelgraphics  strategy  indie  2d  autobattler  singleplayer  jrpg  partybasedrpg  tactical 
542,287450,Rise of Nations: Extended Edition,simulation singleplayer multiplayer coop steamachievements steamtradingcards steamcloud stats steamleaderboards rise of nations is back play the updated classic with full steamworks integration and enhanced features skyboxlabsbighugegames xboxgamestudios strategy  rts  classic  multiplayer  historical  nostalgia  simulation  war  greatsoundtrack  epic  singleplayer  basebuilding  realtime  citybuilder  coop  remake  building  action  isometric  atmospheric 
543,228280,Baldur's Gate: Enhanced Edition,adventure singleplayer multiplayer coop crossplatformmultiplayer steamachievements steamtradingcards captionsavailable steamcloud the classic adventure returns baldurs gate enhanced edition includes the original baldurs gate adventure the tales of the sword coast expansion and allnew content including three new party members beamdog beamdog rpg  fantasy  dungeons&dragons  isometric  crpg  partybasedrpg  realtimewithpause  singleplayer  storyrich  charactercustomization  oldschool  adventure  coop  multiplayer  magic  onlinecoop  actionadventure  remake  atmospheric  strategy 
544,787480,Phoenix Wright: Ace Attorney Trilogy,adventure singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud remoteplayonphone remoteplayontablet become phoenix wright and experience the thrill of battle as you fight to save your innocent clients in a court of law play all 14 episodes spanning the first three games in one gorgeous collection capcomcoltd capcomcoltd detective  visualnovel  storyrich  mystery  greatsoundtrack  anime  adventure  singleplayer  puzzle  crime  point&click  funny  classic  cultclassic  comedy  2d  conversation  memes  dynamicnarration  casual 
545,555160,Pavlov VR,action multiplayer pvp onlinepvp coop onlinecoop steamworkshop pavlov vr is a multiplayer shooter in vr with heavy focus on community features realistic reloading features and fast paced combat as part of the core experience play the 1 most popular vr shooter on pc today vankruptgames vankruptgames vr  shooter  action  multiplayer  fps  military  zombies  gore  firstperson  singleplayer  funny  violent  coop  competitive  indie  memes  teambased  pvp  simulation  earlyaccess 
546,1068820,OVR Toolkit,utilities steamworkshop partialcontrollersupport ovr toolkit is a utility application designed to make viewing the desktop in vr simple and fast it allows for viewing the desktop within vr placing desktop windows around the world mouse input typing with a virtual keyboard and quickly switching between windows curtisenglish curtisenglish utilities 
547,208580,STAR WARS Knights of the Old Republic II - The Sith Lords,rpg singleplayer steamachievements fullcontrollersupport steamworkshop steamcloud remoteplayontablet 5 years after the events of the award winning original the sith are on the verge of crushing the old republic as a lone jedi will you follow the light side or succumb to the dark obsidianentertainmentaspyrmaclinuxwindowsupdate lucasartsdisneylucasfilmaspyrmaclinux rpg  storyrich  scifi  singleplayer  classic  choicesmatter  realtimewithpause  adventure  partybasedrpg  charactercustomization  moddable  thirdperson  multipleendings  space  atmospheric  femaleprotagonist  action  turnbasedcombat  turnbased  greatsoundtrack 
548,291650,Pillars of Eternity,rpg singleplayer steamachievements steamtradingcards steamcloud commentaryavailable remoteplayontablet prepare to be enchanted by a world where the choices you make and the paths you choose shape your destiny obsidian entertainment the developer of fallout new vegas and south park the stick of truth together with paradox interactive is proud to present pillars of eternity obsidianentertainment paradoxinteractive rpg  fantasy  isometric  storyrich  singleplayer  crpg  partybasedrpg  realtimewithpause  adventure  kickstarter  charactercustomization  atmospheric  darkfantasy  openworld  exploration  classic  greatsoundtrack  strategy  indie  crowdfunded 
549,1105420,Game of Thrones Winter is Coming,free to play multiplayer mmo pvp onlinepvp crossplatformmultiplayer inapppurchases game of thrones winter is coming is a pc strategy game based on the hbo drama television series officially licensed by warner bros interactive entertainment under hbo and developed and published by yoozoo games interactive entertainment and hbo youzusingaporepteltd youzusingaporepteltd adventure  3dplatformer  remake  dragons  action  familyfriendly  classic  singleplayer  platformer  cute  colorful  fantasy  collectathon  cultclassic  casual  greatsoundtrack  cartoony  thirdperson  atmospheric  funny 
550,729040,Borderlands Game of the Year Enhanced,action singleplayer multiplayer coop onlinecoop steamachievements partialcontrollersupport steamcloud discover the original coop shooterlooter crammed with new enhancements as one of 4 triggerhappy mercenaries with rpg progression equip bazillions of guns to take on the desert planet pandora gearboxsoftwareblindsquirrelgames k fps  coop  shooter  firstperson  onlinecoop  loot  action  rpg  comedy  darkhumor  actionrpg  gore  singleplayer  multiplayer  atmospheric  lootershooter  funny  scifi  characteractiongame  violent 
551,403640,Dishonored 2,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontablet remoteplayontv reprise your role as a supernatural assassin in dishonored 2 declared a masterpiece by eurogamer and hailed a mustplay revenge tale by game informer dishonored 2 is the follow up to arkanes 1stperson action blockbuster amp winner of 100 game of the year awards dishonored arkanestudios bethesdasoftworks stealth  firstperson  action  assassin  singleplayer  steampunk  storyrich  atmospheric  femaleprotagonist  magic  parkour  supernatural  openworld  adventure  exploration  gore  greatsoundtrack  immersivesim  heist  dystopian 
552,1418100,Swords of Legends Online,free to play multiplayer mmo pvp onlinepvp coop onlinecoop steamtradingcards inapppurchases swords of legends online is an action mmorpg set in a breathtaking fantasy world with sophisticated combat mechanics and a unique storyline based on chinese mythology wangyuanshengtangentertainmenttechnologyco上海烛龙信息科技有限公司 gameforgedgmbh freetoplay  mmorpg  openworld  charactercustomization  actionrpg  fantasy  massivelymultiplayer  rpg  thirdperson  multiplayer  storyrich  onlinecoop  coop  adventure  action  sandbox  atmospheric  magic  femaleprotagonist  singleplayer 
553,1030830,Mafia II: Definitive Edition,action singleplayer steamachievements fullcontrollersupport war hero vito scaletta becomes entangled with the mob in hopes of paying his fathers debts vito works to prove himself climbing the family ladder with crimes of larger reward and consequence hangardt k action  adventure  crime  openworld  storyrich  sexualcontent  nudity  violent  thirdperson  gore  singleplayer  thirdpersonshooter  noir  shooter  atmospheric  greatsoundtrack  classic  mature  actionadventure  remake 
554,524220,NieR:Automata,action singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud remoteplayonphone remoteplayontablet nier automata tells the story of androids 2b 9s and a2 and their battle to reclaim the machinedriven dystopia overrun by powerful machines squareenixplatinumgamesinc squareenix greatsoundtrack  storyrich  femaleprotagonist  hackandslash  action  rpg  openworld  jrpg  anime  postapocalyptic  singleplayer  robots  atmospheric  scifi  nudity  adventure  bullethell  spectaclefighter  characteractiongame  violent 
555,745920,Temtem,adventure multiplayer mmo pvp onlinepvp coop onlinecoop crossplatformmultiplayer fullcontrollersupport steamcloud remoteplayonphone remoteplayontablet temtem is a massively multiplayer creaturecollection adventure seek adventure in the lovely airborne archipelago alongside your temtem squad catch every temtem battle other tamers customize your house join a friends adventure or explore the dynamic online world crema humblegames creaturecollector  mmorpg  turnbasedtactics  charactercustomization  jrpg  collectathon  adventure  anime  pvp  exploration  turnbasedcombat  colorful  rpg  pve  cute  3d  thirdperson  storyrich  topdown  cartoony 
556,24200,DC Universe Online,action multiplayer mmo pvp onlinepvp coop onlinecoop crossplatformmultiplayer steamachievements partialcontrollersupport dc universe online is a freetoplay massive multiplayer online action game set in the popular dc universe become one of a new breed of heroes or villains and wield incredible powers as you go to war with legendary characters such as batman superman lex luthor and the joker dimensionalinkgames daybreakgamecompany multiplayer  horror  onlinecoop  socialdeduction  survival  funny  casual  coop  rpg  mystery  battleroyale  psychologicalhorror  3d  firstperson  tacticalrpg  moba  pvp  detective  mmorpg  boardgame 
