,steam_appid,name,tags
2509,349720,Audition Online,casual singleplayer multiplayer mmo pvp the popular dance and rhythm game audition online is available for steam create your avatar and play on 20 different game modes tentertainment redbanacorporation anime  jrpg  femaleprotagonist  cute  rpg  singleplayer  comedy  funny  turnbased  greatsoundtrack  visualnovel  strategy  turnbasedcombat  nudity  storyrich  memes  adventure  action  scifi  casual 
2510,502370,"Warhammer 40,000: Sanctus Reach",strategy singleplayer multiplayer pvp onlinepvp coop onlinecoop steamachievements steamtradingcards warhammer 40000 sanctus reach is a 3d turnbased strategy game like youve never seen before fast immediate deep impressive to look at and incredibly fun fight through a dark era of carnage and endless war and lead the space wolves in a struggle to defend the last bastion of mankind straylightentertainment slitherineltd strategy  warhammer40k  turnbased  gamesworkshop  turnbasedstrategy  turnbasedtactics  wargame  tactical  multiplayer  scifi 
2511,7610,Railroad Tycoon 3,strategy singleplayer multiplayer railroad tycoon 3 features 25 scenarios challenging players to recreate magnificent feats of railroading history from around the world players can lay track including tunnels and overpasses pick from over 40 locomotives from early steams to modern bullets choose to haul over 35 types of cargo in a dynamic economy and participate in poptop k management  strategy  trains  simulation  economy  realtimewithpause  singleplayer  classic  building  sandbox  resourcemanagement  historical 
2512,1709900,Tower Tactics: Liberation,indie singleplayer steamachievements steamcloud we fused deckbuilding roguelikes and tower defenses in a way never seen before  deploy your towers collect valuable trinkets and cast powerful spells to defend yourself against the salkoth asraworks asraworks roguelikedeckbuilder  towerdefense  cardbattler  cardgame  roguelike  deckbuilding  strategy  singleplayer  roguelite  2d  scifi  topdown  minimalist  pixelgraphics  space  management  proceduralgeneration  tactical  indie  relaxing 
2513,1237980,STAR WARS Battlefront,action singleplayer multiplayer pvp onlinepvp steamachievements fullcontrollersupport steamtradingcards the star wars battlefront ultimate edition includes the star wars battlefront deluxe edition as well as the star wars battlefront season pass dice electronicarts shooter  scifi  adventure  multiplayer  space  strategy  singleplayer  coop  thirdpersonshooter  onlinecoop  action  vehicularcombat  firstperson  pvp  splitscreen  combat  thirdperson  aliens  fps  atmospheric 
2514,1294760,HARD BULLET,action singleplayer brutal physics sandbox vr game with realistic enemy interactions gore and dismemberment slow motion abilities survival modes lots of guns and cinematic environment destruction gexagonvr gexagonvr vr  gore  action  simulation  violent  sandbox  indie  physics  earlyaccess  shooter  adventure  arenashooter  cinematic  firstperson  actionadventure  bullettime  destruction  shootemup  atmospheric  arcade 
2515,1674890,Idle Calibur,adventure singleplayer steamachievements steamworkshop steamworkshop steamcloud commentaryavailable remoteplayonphone remoteplayontablet idle caliburis a pixel rogue  realtime war  idle play  open world  rpg strategy animation cute game  idle battlewhatever you like only one developer please consider it carefully before buying 绝汪 dreamstep绝汪 indie  roguelite  anime  strategy  idler  openworld  wargame  pixelgraphics  tacticalrpg  roguelike  cute  adventure  2d  actionroguelike  cartoon  femaleprotagonist  rpg  loot  casual  realtimetactics 
2516,12140,Max Payne,action singleplayer max payne is a man with nothing to lose in the violent cold urban night a fugitive undercover cop framed for murder hunted by cops and the mob max is a man with his back against the wall fighting a battle he cannot hope to win prepare for pain remedyentertainment rockstargames action  noir  classic  thirdpersonshooter  bullettime  storyrich  atmospheric  dark  thirdperson  singleplayer  shooter  greatsoundtrack  detective  crime  linear  cinematic  violent  adventure  horror  psychologicalhorror 
2517,501080,Fishing: Barents Sea,simulation singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud commercial fishing on the barents sea take the helm of your very own fishing boat in fishing barents sea and explore the vastness of the barents sea in search for the best fishing zones start out small and earn officially licensed scanmar equipment and the officially licensed hermes trawler miscgames miscgames simulation  fishing  openworld  singleplayer  naval  multiplayer  realistic  sailing 
2518,1286880,Ship Graveyard Simulator,action singleplayer steamachievements visit the largest ship graveyard in the world a dozen kilometers of beach filled with wrecks hundreds of ships wrecked on the coast thousands of tons of steel choose the most valuable ship for you and start the adventure play as one of the workers during the most dangerous work in the world gamesincubator gamesincubatorplaywaysa simulation  indie  naval  action  exploration  relaxing  singleplayer  sandbox  destruction  inventorymanagement  atmospheric  strategy  physics  realistic  management  firstperson  education  crafting  adventure  lifesim 
2519,1431610,Prison Simulator: Prologue,action singleplayer steamachievements steamworkshop wanna find out what a prison riot looks like check a free standalone prologue for prison simulator a story that is not available in the full game be warned police baton might not be enough to bring order to the prison halls bakedgamessa bakedgamessaplaywaysa simulation  strategy  automation  basebuilding  sandbox  resourcemanagement  building  management  economy  singleplayer  crafting  indie  citybuilder  mining  trains  realtimewithpause  agriculture  robots  scifi 
2520,356040,Sheltered,indie singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards remoteplayontv sheltered is a deep and emotional survival management game you take on the role of protecting four family members who after a global apocalypse have found their way to a deserted shelter unicubeteamdigitalltd teamdigitalltd survival  basebuilding  postapocalyptic  pixelgraphics  strategy  management  rpg  resourcemanagement  building  2d  indie  singleplayer  simulation  crafting  openworld  adventure  sidescroller  difficult  horror  zombies 
2521,1437820,Heroes of the Three Kingdoms,action singleplayer 三国群英传是由宇峻奥汀odin公司出品的一款策略战棋游戏也是三国群英传系列的第一部作品 于1998年发布 游戏按即时制展开双方行动和交战同时进行游戏进行的大致流程是内政经营模式到大地战略模式然后到战争发生再循环到内政经营模式 userjoytechnologycoltd userjoytechnologycoltd strategy  strategyrpg  singleplayer  2d  military  turnbasedtactics  rts  turnbasedstrategy  wargame  basebuilding  simulation  rpg  action  grandstrategy  historical  pve  moddable 
2522,1440670,Zeepkist,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp sharedsplitscreen steamachievements steamworkshop partialcontrollersupport steamcloud includesleveleditor remoteplaytogether welcome to zeepkist you race soapboxes down hills steelpaninteractive steelpaninteractive racing  driving  arcade  multiplayer  physics  leveleditor  pvp  sports  charactercustomization  4playerlocal  3d  cute  thirdperson  controller  funny  colorful  earlyaccess  familyfriendly  stylized  building 
2523,893680,Project Warlock,action singleplayer steamachievements steamtradingcards partialcontrollersupport steamcloud project warlock is a firstperson shooter that fans of doom hexen and wolfenstein cannot miss it serves you an exploding cocktail of bullets spells and monsters battle through 60 levels of nonstop action packed with bloodthirsty enemies and challenging bosses buckshotsoftware retrovibegamingcompany fps  retro  pixelgraphics  blood  indie  gore  action  greatsoundtrack  fastpaced  oldschool  darkfantasy  shooter  violent  singleplayer  rpg  demons  classic  firstperson  nudity  lootershooter 
2524,420560,Firefighting Simulator - The Squad,action singleplayer multiplayer coop onlinecoop steamachievements partialcontrollersupport firefighting simulator lets you experience what it means to fight fires up close as an active part of a major us citys firefighting crew  together with up to 3 friends in the coop multiplayer or in the single player mode chronosunterhaltungssoftware astragonentertainment simulation  multiplayer  action  realistic  singleplayer  coop  3d  driving  onlinecoop  strategy  openworld  atmospheric  adventure  casual  actionadventure  sandbox  firstperson 
2525,1779200,Thrive,casual singleplayer steamworkshop steamcloud an evolution simulation game take control of your species in the environment and edit your species as a whole compete with other evolving species for resources on an alien planet revolutionarygamesstudio revolutionarygamesstudio simulation  science  sandbox  charactercustomization  education  proceduralgeneration  nature  tutorial  casual  artificialintelligence  3d  2d  realistic  3dvision  familyfriendly  survival  topdown  management  hexgrid  earlyaccess 
2526,326160,Shroud of the Avatar: Forsaken Virtues,adventure singleplayer multiplayer mmo pvp onlinepvp coop onlinecoop crossplatformmultiplayer steamachievements steamtradingcards shroud of the avatar forsaken virtues is a multiplayer fantasy rpg that sets the player on a path filled with peril and tough choices as they explore a persistent realm that can be shared with other avatars it is the spiritual successor to richard garriotts ultima games catnipgames catnipgames multiplayer  more  dragons 
2527,442070,Drawful 2,casual multiplayer pvp sharedsplitscreenpvp steamachievements fullcontrollersupport steamcloud remoteplayonphone remoteplayontablet remoteplayontv remoteplaytogether for 38 players and an audience of thousands your phones or tablets are your controllers the game of terrible drawings and hilariously wrong answers jackboxgamesinc jackboxgamesinc localmultiplayer  party  multiplayer  partygame  casual  indie  localcoop  funny  familyfriendly  comedy  boardgame  coop  handdrawn  2d  trivia  4playerlocal  pvp  cute  strategy  sexualcontent 
2528,1158370,Aragami 2,action singleplayer multiplayer coop onlinecoop crossplatformmultiplayer steamachievements fullcontrollersupport steamtradingcards steamcloud aragami 2 is a third person stealth game where you play as an assassin with the power to control the shadows join the shadow clan and fight the invader armies to protect your people linceworks linceworks ninja  stealth  assassin  onlinecoop  coopcampaign  action  actionadventure  stylized  thirdperson  3d  dark  fantasy  magic  storyrich  charactercustomization  combat  pve  coop  multiplayer  singleplayer 
2529,1114220,Gedonia,rpg singleplayer steamachievements fullcontrollersupport steamworkshop steamcloud gedonia is a classic open world rpg featuring a complete freedom of building your character exploring a huge world and completing quests kazakovoleg kazakovoleg openworld  rpg  thirdperson  magic  dragons  medieval  charactercustomization  fantasy  crafting  earlyaccess  singleplayer  adventure  atmospheric  exploration  replayvalue  storyrich  classic  crpg  chooseyourownadventure  beautiful 
2530,557400,Midas Gold Plus,adventure singleplayer steamachievements steamtradingcards inapppurchases steamcloud steamleaderboards god gave you the ability to turn everything you touch into gold take the opportunity to build an empire of unimaginable riches touch stones and they will be transmuted it into gold build a town and upgrade it select champions and use their unique abilities manage your kingdom prepare for war and raid mythical cities holydaystudios holydaystudios strategy  casual  citybuilder  turnbasedtactics  puzzle  2d  topdown  relaxing  proceduralgeneration  minimalist  building  management  singleplayer 
2531,233840,Worms Clan Wars,strategy singleplayer multiplayer sharedsplitscreen steamachievements steamtradingcards steamworkshop partialcontrollersupport steamcloud steamleaderboards includesleveleditor remoteplaytogether worms clan wars is the biggest and best worms game to date  more worms larger landscapes more dynamic water more weapons and more customisation items than ever before teamdigitalltd teamdigitalltd strategy  multiplayer  turnbased  funny  localcoop  comedy  2d  action  singleplayer  2.5d  localmultiplayer  turnbasedstrategy 
2532,1432710,新魔剑（New Magic Sword）,action multiplayer mmo inapppurchases quotnew magic swordquot is a massively multiplayer online game mmorpg the game provides players with a lot of different quality equipment and the pursuit of highlevel or best equipment is one of the most important goals for players in the game magic magic multiplayer  2d  action  pixelgraphics  building  indie  medieval  sandbox  teambased  platformer  competitive  coop  freetoplay  strategy  sidescroller  fastpaced  zombies  singleplayer  funny  colonysim 
2533,363110,NOBUNAGA'S AMBITION: Tendou with Power Up Kit,strategy singleplayer steamcloud nobunagas ambition a series synonymous with historical simulation games has now released an extension of the 13th release in that series nobunagas ambition tendou at the steam store as nobunagas ambition tendou wpowerup kit koeitecmogamescoltd koeitecmogamescoltd strategy  historical 
2534,2100,Dark Messiah of Might & Magic,action singleplayer multiplayer valveanticheatenabled discover a new breed of actionrpg game powered by an enhanced version of the source engine by valve set in the might amp magic universe players will experience ferocious combat in a dark and immersive fantasy environment swords stealth sorcery choose your way to kill arkanestudios ubisoft rpg  firstperson  action  fantasy  darkfantasy  swordplay  adventure  magic  classic  singleplayer  stealth  multipleendings  medieval  storyrich  actionrpg  atmospheric  gore  hackandslash  immersivesim  multiplayer 
2535,420790,StarBreak,action multiplayer mmo coop crossplatformmultiplayer steamachievements fullcontrollersupport inapppurchases starbreak is a unique skillbased action platformer mmo where you explore strange scifi worlds alongside dozens of other players kill legions of dangerous aliens and fight epic boss battles crunchygames crunchygames multiplayer  2d  action  pixelgraphics  building  indie  medieval  sandbox  teambased  platformer  competitive  coop  freetoplay  strategy  sidescroller  fastpaced  zombies  singleplayer  funny  colonysim  oldschool  retro 
2536,798490,Othercide,indie singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud as humanitys last hope lead your army to combat in an intricate dance of spectacular actions and counters using an original dynamic timeline system and face fearsome bosses in epic battles lightbulbcrew focusentertainment strategy  indie  turnbasedtactics  turnbasedcombat  femaleprotagonist  roguelite  darkfantasy  turnbased  dark  tactical  roguelike  turnbasedstrategy  horror  gothic  singleplayer  difficult  unforgiving  atmospheric  greatsoundtrack  permadeath 
2537,952070,RESIDENT EVIL RESISTANCE,action multiplayer pvp onlinepvp steamachievements fullcontrollersupport steamtradingcards inapppurchases steamcloud experience a new 1 vs 4 online multiplayer game set in the resident evil universe where four survivors faceoff against a sinister mastermind capcomcoltdneobardsentertainmentltd capcomcoltd action  multiplayer  zombies  survival  horror  gore  strategy 
2538,581130,Metal Waltz: Anime tank girls,adventure multiplayer pvp onlinepvp steamachievements steamtradingcards inapppurchases military strategy  rpg  collection  story this is a story of the war between mankind and the tank monsters the hope of the human relies on the girls whose bodies have been rebuilt and combined with armor parts all the girls are under your command lead your army won the war shanghaijingcaicomputersoftwaredevelopmentcoltd shanghaijingcaicomputersoftwaredevelopmentcoltd simulation  strategy  mmorpg  indie  management  earlyaccess  sandbox  singleplayer  building  citybuilder  shooter  weapons  guns  anime 
2539,235380,Blitzkrieg 3,strategy singleplayer multiplayer pvp onlinepvp steamachievements steamtradingcards blitzkrieg 3 is an online ww2 rts made for true admirers of strategic mastery challenge your tactical skills in historical campaigns and defeat other players or powerful neural network ai in competitive matches nival nival strategy  worldwarii  rts  military  war  tactical  realtimetactics  multiplayer  historical  tanks  singleplayer  pvp  massivelymultiplayer  competitive  simulation  earlyaccess  realistic  difficult  realtime  realtimewithpause 
2540,203630,Warlock - Master of the Arcane,strategy singleplayer multiplayer steamtradingcards in a time of chaotic upheaval the player takes the role of a great mage a warlord vying for ultimate power inocoplus paradoxinteractive strategy  turnbasedstrategy  fantasy  turnbased  4x  magic  hexgrid  multiplayer  singleplayer  rpg 
2541,1814010,Stuck In Time,adventure singleplayer steamachievements a unique mix of adventure and idle game plan and optimise your loops carefully and let the grind happen automatically explore this unique world meet strange characters and escape the loop a highquality idle game that elevate the mechanics through an old school pixelart adventure housemadeinc housemadeinc idler  adventure  exploration  pixelgraphics  rpg  indie  retro  darkfantasy  singleplayer  storyrich  timemanagement  minimalist  actionadventure  2d 
2542,484830,Deep Blue 3D Maze in Space,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards a multidimensional gaming experience beyond anything youve ever played before try to control the constantly rolling ball which moves in a threedimensional maze collect gravitons open the portal and escape before the platform explodes and most important beware of everything that is purple icecodegames icecodegames action  adventure  indie  casual  vr  space  puzzle  puzzleplatformer  3dplatformer 
2543,11450,Overlord,rpg singleplayer partialcontrollersupport prepare to be tempted mesmerized and thrilled become the overlord how corrupt you become depends on how you handle any given situation your actions impact the game world with incredible power at your disposal and a team of evil minded minions to do your evil bidding how will you resist the temptation to be incredibly despotic triumphstudios codemasterselectronicarts hackandslash  darkfantasy  puzzle  rts  villainprotagonist  actionrpg  actionadventure  rpg  strategy  thirdperson  funny  darkhumor  openworld  storyrich  action  fantasy  atmospheric  comedy  adventure  multiplayer 
2544,877200,Zero Caliber VR,action singleplayer multiplayer coop onlinecoop steamcloud zero caliber is a military fps developed for vr play the singleplayer campaign or fight alongside your friends in coop pvp mode currently in closed beta customize your weapons onthefly use realistic weapon handling and physics to accomplish your mission saving humanity xrealgames xrealgames military  singleplayer  coop  action  fps  vr  simulation  shooter  guncustomization  firstperson  charactercustomization  pve  mature  violent  war  onlinecoop  multiplayer  gore  realistic  earlyaccess 
2545,867290,Crossroads Inn Anniversary Edition,adventure singleplayer steamachievements crossroads inn is a real time management sim set in an original fantasy world of delcrys build and manage your tavern make visiting adventurers happy and make your services famous all over the land klabater klabater citybuilder  immersivesim  lifesim  3d  economy  funny  stylized  basebuilding  lorerich  oldschool  crafting  sandbox  timemanagement  godgame  strategyrpg  romance  rpg  strategy  cooking  management 
2546,1079800,Pistol Whip,action singleplayer steamachievements steamcloud stats steamleaderboards pistol whip is an unstoppable vr actionrhythm fps journey through a cinematic bullet hell powered by a breakneck soundtrack to become the ultimate action hero legend with arcadestyle scenessongs storydriven cinematic campaigns the styles system for endless ways to play contracts amp more cloudheadgamesltd cloudheadgamesltd vr  action  rhythm  music  shooter  onrailsshooter  fps  indie  arcade  bullethell  bullettime  firstperson  assassin  soundtrack  singleplayer  colorful  guncustomization  postapocalyptic  cyberpunk  scifi 
2547,765870,Leisure Suit Larry - Wet Dreams Don't Dry,adventure singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud my new adventure takes me from the end of the 80s directly into the 21st century and wow how the world has changed while my view of the world and women from way back in the 1980s collides with modern reality im all set to date my way across the modern world crazybunch assembleentertainment adventure  comedy  point&click  sexualcontent  retro  puzzle  2d  storyrich  cartoony  singleplayer  sequel  lgbtq+  colorful  casual  nudity  mature  indie  nsfw  classic  greatsoundtrack 
2548,1137460,ALTF4,action singleplayer steamachievements fullcontrollersupport 3d 3rd person permadeath runner gametry to overcome various obstacles until the end pumpkim pumpkim singleplayer  runner  3d  physics  survival  3dplatformer  medieval  thirdperson  action  platformer  casual  roguelike  arcade  exploration  actionroguelike  cartoony  colorful  adventure  mystery  psychologicalhorror 
2549,1236720,Spirit Island,indie singleplayer multiplayer coop sharedsplitscreencoop sharedsplitscreen steamachievements steamtradingcards steamcloud stats remoteplaytogether become the spirits of the land and defend the island from colonizing invaders spreading blight and destruction your spirits work with the native islanders to increase your power and drive the invading colonists from your island in this strategic areacontrol game handelabragamesinc handelabragamesinc nature  boardgame  destruction  turnbasedtactics  grandstrategy  indie  strategy  tabletop  cardgame  localcoop  2d  deckbuilding  fantasy  coop  localmultiplayer  singleplayer  earlyaccess  multiplayer  magic  psychologicalhorror 
2550,1456200,Initial Drift Online,action multiplayer mmo pvp onlinepvp steamachievements fullcontrollersupport steamcloud steamleaderboards drift over some of japans most legendary mountain passes compete against your friends or players from around the world in epic battles make deliveries buy new cars and set records in the world rankings rewindapp rewindapp racing  immersivesim  openworld  combatracing  lifesim  driving  physics  pvp  automobilesim  mmorpg  firstperson  action  thirdperson  relaxing  simulation  anime  atmospheric  massivelymultiplayer  1990s  multiplayer 
2551,21980,Call of Juarez: Bound in Blood,action singleplayer steamcloud the old west 1864 in order to save their family the mccall brothers will kill anyone who stands between them and the legendary gold of juarez techland techlandpublishing western  action  fps  multiplayer  singleplayer  shooter  firstperson  openworld  adventure  storyrich  atmospheric  historical  bullettime  greatsoundtrack  coop  controller  classic 
2552,1618230,恋爱关系/Romance,casual singleplayer steamachievements steamcloud it is a love oriented short visual novel which contains a wealth of interesting games and a large number of exquisite cg pictures the man lives in the same apartment with his friends works in the same company and leads a monotonous life the appearance of interns has changed the repetitive life adog adog mature  hentai  nudity  nsfw  visualnovel  interactivefiction  simulation  casual  anime  drama  cute  point&click  clicker  cartoony  linear  sexualcontent  2d  adventure  colorful  storyrich 
2553,666220,CS2D,action singleplayer multiplayer pvp onlinepvp crossplatformmultiplayer steamachievements includesleveleditor cs2d is a free fastpaced topdown multiplayer shooter featuring many different game modes a builtin map editor and much more unrealsoftware unrealsoftware fps  shooter  multiplayer  competitive  action  teambased  esports  tactical  firstperson  pvp  onlinecoop  coop  strategy  military  war  difficult  trading  realistic  fastpaced  moddable 
2554,1187510,Rock Simulator,casual singleplayer multiplayer coop onlinecoop steamachievements steamcloud stats become what you have always imagined a rock with no responsibilities no debt and no worries the only thing on your checklist is to exist and watch as time fades awayalso to become the golden rock vinoo vinoo casual  psychologicalhorror  indie  simulation  comedy  esports  memes  relaxing  multiplayer  godgame  puzzle  lifesim  immersivesim  puzzleplatformer  3d  cinematic  colorful  cute  minimalist  realistic 
2555,271360,Industry Giant 2,simulation singleplayer steamachievements steamcloud economic booms stock market crashes oil crises upswings triumphs now you can become the greatest power in industry fancybytesreactor toplitzproductions strategy  simulation  economy  management  citybuilder 
2556,675690,Tribal Wars,action multiplayer mmo pvp onlinepvp crossplatformmultiplayer steamachievements inapppurchases compete in hardcore pvp strategy in persistent game worlds where real time resource and troop management in coordination with other players is required to expand your kingdom from one village to hundreds as you conquer the map in this winner takes all medieval contest innogames innogames strategy  casual  citybuilder  turnbasedtactics  puzzle  2d  topdown  relaxing  proceduralgeneration  minimalist  building  management  singleplayer 
2557,593280,Cat Quest,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud remoteplayontv the multi awardwinning action rpg some say diablo with cats others a supercute skyrim whatever your take cat quests lootfuelled catventure is as beautifully crafted as its combat and magic are ultrasatisfying universally adored by critics  itll have you purring for joy thegentlebros pqube adventure  rpg  cats  cute  action  hackandslash  indie  singleplayer  openworld  casual  actionrpg  loot  fantasy  2d  funny  multiplayer  dragons  cozy  wholesome  coop 
2558,846030,ΔV: Rings of Saturn,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud steamleaderboards a physicsbased mining sim set in the thickest debris field in sol every action has a reaction lasers are invisible without a medium and your thrust is a potent weapon find trade adapt your equipment to your playstyle hire a crew to help unravel the mysteries of the rings or just get rich koderasoftware koderasoftwarekurkigames space  scifi  singleplayer  physics  exploration  topdown  vehicularcombat  immersivesim  spacesim  science  openworld  action  proceduralgeneration  difficult  simulation  atmospheric  realistic  2d  sandbox  casual 
2559,1541020,Kakele Online - MMORPG,indie multiplayer mmo pvp onlinepvp coop onlinecoop crossplatformmultiplayer inapppurchases kakele online  mmorpg is a 2d mmorpg it is an old style multiplayer open world nostalgic and classic 2d pixel real time role playing game play on mobile and pc no pay to win no ads play for free vivagames vivagames multiplayer  2d  action  pixelgraphics  building  indie  medieval  sandbox  teambased  platformer  competitive  coop  freetoplay  strategy  sidescroller  fastpaced  zombies  singleplayer  funny  colonysim 
2560,539750,Kombine,casual singleplayer steamachievements steamtradingcards steamleaderboards kombine is a minimalist puzzle game played on a grid the goal is to remove all of the blocks that have borders by matching three or more of the same blocks together robertalvarez robertalvarez puzzle  2d  minimalist  match3  singleplayer  casual  logic  gridbasedmovement  mouseonly  familyfriendly  relaxing  abstract  difficult  short  strategy  atmospheric  indie  action 
2561,1058830,Spin Rhythm XD,action singleplayer fullcontrollersupport steamcloud steamleaderboards enter the rhythm dimension match colours and beats as you spin tap flick and flow through the juiciest beats in the universe superspindigital superspindigital rhythm  indie  music  casual  action  multiplayer  difficult  controller  singleplayer  fastpaced  colorful  arcade  futuristic  3d  audioproduction  space  emotional  flight  earlyaccess  esports 
2562,208480,Assassin’s Creed III,adventure singleplayer multiplayer partialcontrollersupport the american colonies 1775 as a native american assassin fights to protect his land and people he will ignite the flames of a young nations revolution ubisoftmontreal ubisoft adventure  openworld  action  assassin  parkour  stealth  thirdperson  historical  americe  sandbox  controller  conspiracy  history 
2563,1069690,Rogue Lords,rpg singleplayer steamachievements fullcontrollersupport steamtradingcards steamcloud a dark fantasy roguelike where you play as the devil lead famous evil geniuses through events and turnbased fights to spread terror and corruption create synergies between your disciples use your evil powers and take revenge on those miserable demon hunters leikirstudiocyanidestudio nacon rpg  darkfantasy  roguelike  turnbasedcombat  2d  gothic  roguelite  strategyrpg  actionroguelike  handdrawn  stylized  vampire  mythology  supernatural  fantasy  turnbasedstrategy  strategy  cartoony  magic  dark 
2564,233130,Shadow Warrior,action singleplayer steamachievements fullcontrollersupport steamtradingcards captionsavailable steamcloud remoteplayontv shadow warrior is a bold reimagining of the classic 3d realms shooter from independent developer flying wild hog hard reset starring the legendary and quickwitted warrior lo wang flyingwildhog devolverdigital action  fps  swordplay  gore  comedy  firstperson  hackandslash  adventure  shooter  singleplayer  oldschool  ninja  greatsoundtrack  darkhumor  demons  reboot  funny  remake  atmospheric  classic 
2565,1638220,軒轅劍參外傳 天之痕,rpg singleplayer steamachievements fullcontrollersupport steamcloud  this game is only available in chinese  轩辕剑参外传 天之痕是大宇资讯domo小组所制作的回合制角色扮演游戏融合历史神话五行等要素以妙趣横生的战斗系统别具一格的水墨画风呈现出一个跌宕起伏百转千回的隋末传奇故事 domostudiosoftstarentertainment softstarentertainment rpg  storyrich  historical  fantasy  turnbasedcombat  multipleendings  2d  martialarts  partybasedrpg  drama  pixelgraphics  cute  singleplayer  stylized  2dplatformer 
2566,423230,Furi,action singleplayer steamachievements fullcontrollersupport steamtradingcards steamleaderboards remoteplayontv the jailer is the key kill him and youll be free thegamebakers thegamebakers hackandslash  bullethell  shootemup  beatemup  difficult  topdown  thirdperson  atmospheric  scifi  cyberpunk  controller  storyrich  action  fastpaced  violent  bossrush  replayvalue  singleplayer  indie  greatsoundtrack 
2567,446640,Space Pilgrim Episode IV: Sol,adventure singleplayer steamachievements steamtradingcards steamleaderboards locked away in the most secure prison in the galaxy with little hope of escape gail pilgrim faces the most difficult ordeals of her life her only hope lies in trusting those who she has come to regard as her friends pilgrimadventuresgrabthegamesstudios grabthegames adventure  indie  rpgmaker  space  scifi  femaleprotagonist  storyrich  2d  rpg  pixelgraphics  casual  point&click  topdown  singleplayer  puzzle  episodic  jrpg  exploration  retro  futuristic 
2568,979560,RainWallpaper,animation & modeling steamworkshop steamcloud includesleveleditor rainwallpaper is a powerful customizable live wallpaper engine that allows you to easily create wallpapers containing videos web pages clocks weather text images etc via the builtin wysiwyg visual designer with minimal cpu and ram usage you are only limited by your imagination and creativity rainysoft rainysoft utilities 
2569,855860,Superfighters Deluxe,action singleplayer multiplayer pvp onlinepvp sharedsplitscreenpvp coop onlinecoop sharedsplitscreencoop sharedsplitscreen steamworkshop includesleveleditor remoteplaytogether superfighters deluxe is a unique action game that combines brawling shooting and platforming in dynamic sandboxy 2d levels lots of weapons and fun gameplay systems interlock to create absurd actionmovie chaos mythologicinteractive mythologicinteractive action  pixelgraphics  multiplayer  indie  gore  violent  2d  funny  platformer  onlinecoop  localmultiplayer  leveleditor  physics  beatemup  localcoop  greatsoundtrack  arcade  shooter  coop  coopcampaign 
2570,628080,Romance of the Three Kingdoms XII with Power Up Kit,strategy singleplayer steamcloud quotromance of the three kingdoms 12 with power up kitquot is an expanded version of quotromance of the three kingdoms 12quot which was released in 2012 as the 12th game in the series the stage is set create the story koeitecmogamescoltd koeitecmogamescoltd strategy  historical 
2571,821250,Flotsam,indie singleplayer steamcloud remoteplayonphone remoteplayontablet the floating garbage town survival game scavenge what precious garbage you can from the oceans surface and grow your city while doing your best to survive in this colorful postapocalyptic world pajamallamagames pajamallamagames earlyaccess  colonysim  citybuilder  building  survival  casual  openworld  funny  sandbox  exploration  basebuilding  management  postapocalyptic  strategy  3d  cute  simulation  stylized  colorful  familyfriendly 
2572,1007400,Alien Shooter 2 - The Legend,action singleplayer steamachievements steamtradingcards steamcloud steamleaderboards meet the completely reworked legendary game loved by millions of players worldwide alien shooter 2  the legend is an ambitious followup to the famous alien shooter series sigmateaminc sigmateaminc actionrpg  shooter  lootershooter  postapocalyptic  action  rpg  aliens  shootemup  inventorymanagement  gore  survival  scifi  singleplayer  horror  femaleprotagonist  actionadventure  arenashooter  isometric  indie  3d 
2573,248610,Door Kickers,action singleplayer multiplayer coop onlinecoop crossplatformmultiplayer steamachievements steamtradingcards steamworkshop steamcloud includesleveleditor remoteplaytogether door kickers is an innovative realtime strategy game that puts you in charge of a swat team and lets you command them during a tactical intervention killhousegames killhousegames tactical  strategy  topdown  simulation  action  indie  singleplayer  2d  realtimewithpause  replayvalue  coop  realtimetactics  rts  topdownshooter  shooter  moddable  puzzle  leveleditor  difficult  multiplayer 
2574,1082450,Gold Hunter,indie singleplayer multiplayer pvp onlinepvp lanpvp coop onlinecoop lancoop partialcontrollersupport steamcloud have you always dreamed of searching for gold then start your own adventure now  alone or together with friends explore a huge map and dig for gold using a variety of methods vehicles and wash plants extremestudios extremestudios simulation  earlyaccess  indie  multiplayer  singleplayer  mining  openworld  adventure  coop  onlinecoop  pvp 
2575,1897250,The Sword of Rhivenia,casual singleplayer steamcloud are you worthy of the throne or do your siblings deserve it more than you do what kind of heir will you be hostedgames hostedgames casual  rpg  interactivefiction  chooseyourownadventure  textbased  fantasy  medieval  choicesmatter  storyrich  indie  singleplayer 
